tender_id,buyer_id,buyer_name,tender_title,category,sub_category,location,state,estimated_value_inr,procurement_method,award_criteria,publication_date,submission_deadline,technical_evaluation_date,financial_evaluation_date,award_date,contract_duration_days,status
T155,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Jaipur,Water & Sanitation,Sewage Treatment Plant,Jaipur,Himachal Pradesh,156115137,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-04 11:30:00,2023-08-26 04:30:00,2023-09-03,2023-09-06,2023-09-09,540,AWARDED
T156,B04,Rural Development & Panchayati Raj Dept,Smart Metering System for Rural Development & Panchayati Raj Dept at New Delhi,Electrical & Energy,Smart Metering System,New Delhi,Himachal Pradesh,27024377,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-07 11:30:00,2023-08-31 04:30:00,2023-09-05,2023-09-08,2023-09-14,90,AWARDED
T157,B05,State Health Infrastructure Development Agency,Bridge Construction for State Health Infrastructure Development Agency at Shimla,Road Infrastructure,Bridge Construction,Shimla,Himachal Pradesh,134361349,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-07 11:30:00,2023-09-04 04:30:00,2023-09-11,2023-09-18,2023-09-28,90,AWARDED
T158,B06,Jal Shakti / State Water & Sewerage Board,Govt Senior School for Jal Shakti / State Water & Sewerage Board at Solan,Civil Construction,Govt Senior School,Solan,Himachal Pradesh,12081883,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-08 11:30:00,2023-09-11 04:30:00,2023-09-15,2023-09-20,2023-09-29,180,AWARDED
T159,B07,Education Engineering Directorate,Stormwater Drainage Network for Education Engineering Directorate at Mandi,Water & Sanitation,Stormwater Drainage Network,Mandi,Himachal Pradesh,122019060,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-09 11:30:00,2023-09-12 04:30:00,2023-09-20,2023-09-26,2023-09-30,240,AWARDED
T160,B08,State Electricity Board Ltd (HPSEBL),HT Transmission Line for State Electricity Board Ltd (HPSEBL) at Dharamshala,Electrical & Energy,HT Transmission Line,Dharamshala,Himachal Pradesh,111411808,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-11 11:30:00,2023-09-16 04:30:00,2023-09-25,2023-10-02,2023-10-09,240,AWARDED
T161,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Chandigarh,Road Infrastructure,Rural Road Upgrade,Chandigarh,Himachal Pradesh,83483326,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-14 11:30:00,2023-09-14 04:30:00,2023-09-23,2023-09-26,2023-10-06,180,AWARDED
T162,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Mohali,Civil Construction,Community Health Center,Mohali,Himachal Pradesh,113188059,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-08-14 11:30:00,2023-09-06 04:30:00,2023-09-10,2023-09-15,2023-09-22,180,AWARDED
T163,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Ludhiana,Water & Sanitation,Lift Irrigation Scheme,Ludhiana,Himachal Pradesh,170893524,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-14 11:30:00,2023-09-11 04:30:00,2023-09-18,2023-09-22,2023-10-01,90,AWARDED
T164,B04,Rural Development & Panchayati Raj Dept,Substation 33/11kV for Rural Development & Panchayati Raj Dept at Ambala,Electrical & Energy,Substation 33/11kV,Ambala,Himachal Pradesh,27559484,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-08-16 11:30:00,2023-09-09 04:30:00,2023-09-15,2023-09-21,2023-09-26,240,AWARDED
T165,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Panchkula,Road Infrastructure,Highway Widening,Panchkula,Himachal Pradesh,156037277,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-17 11:30:00,2023-09-14 04:30:00,2023-09-21,2023-09-24,2023-09-30,180,AWARDED
T166,B06,Jal Shakti / State Water & Sewerage Board,Administrative Complex for Jal Shakti / State Water & Sewerage Board at Dehradun,Civil Construction,Administrative Complex,Dehradun,Himachal Pradesh,60038920,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-18 11:30:00,2023-09-16 04:30:00,2023-09-24,2023-09-29,2023-10-02,180,AWARDED
T167,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Haridwar,Water & Sanitation,Rural Water Supply Pipeline,Haridwar,Himachal Pradesh,54908524,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-21 11:30:00,2023-09-13 04:30:00,2023-09-23,2023-09-30,2023-10-07,180,AWARDED
T168,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Jaipur,Electrical & Energy,Solar Microgrid 500kW,Jaipur,Himachal Pradesh,119611265,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-21 11:30:00,2023-09-25 04:30:00,2023-10-02,2023-10-07,2023-10-11,365,AWARDED
T169,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at New Delhi,Road Infrastructure,Rural Road Upgrade,New Delhi,Himachal Pradesh,167443904,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-22 11:30:00,2023-09-23 04:30:00,2023-09-30,2023-10-03,2023-10-07,540,AWARDED
T170,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Shimla,Civil Construction,Administrative Complex,Shimla,Himachal Pradesh,132724641,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-24 11:30:00,2023-09-26 04:30:00,2023-10-04,2023-10-10,2023-10-15,90,AWARDED
T171,B03,Municipal Corporation Solan - Works Wing,Sewage Treatment Plant for Municipal Corporation Solan at Solan,Water & Sanitation,Sewage Treatment Plant,Solan,Himachal Pradesh,92391174,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-25 11:30:00,2023-09-29 04:30:00,2023-10-07,2023-10-14,2023-10-22,365,AWARDED
T172,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Mandi,Electrical & Energy,Solar Microgrid 500kW,Mandi,Himachal Pradesh,105216303,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-28 11:30:00,2023-09-29 04:30:00,2023-10-09,2023-10-12,2023-10-20,240,AWARDED
T173,B05,State Health Infrastructure Development Agency,Pavement Overlay for State Health Infrastructure Development Agency at Dharamshala,Road Infrastructure,Pavement Overlay,Dharamshala,Himachal Pradesh,75530750,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-28 11:30:00,2023-09-28 04:30:00,2023-10-05,2023-10-12,2023-10-15,180,AWARDED
T174,B06,Jal Shakti / State Water & Sewerage Board,Administrative Complex for Jal Shakti / State Water & Sewerage Board at Chandigarh,Civil Construction,Administrative Complex,Chandigarh,Himachal Pradesh,165644152,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-08-29 11:30:00,2023-09-22 04:30:00,2023-10-02,2023-10-09,2023-10-16,240,AWARDED
T175,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Mohali,Water & Sanitation,Lift Irrigation Scheme,Mohali,Himachal Pradesh,44756177,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-30 11:30:00,2023-09-26 04:30:00,2023-10-04,2023-10-11,2023-10-20,180,AWARDED
T176,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Ludhiana,Electrical & Energy,Solar Microgrid 500kW,Ludhiana,Himachal Pradesh,123150160,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-08-31 11:30:00,2023-09-23 04:30:00,2023-10-03,2023-10-09,2023-10-15,540,AWARDED
T177,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Ambala,Road Infrastructure,Pavement Overlay,Ambala,Himachal Pradesh,109981454,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-04 11:30:00,2023-09-26 04:30:00,2023-09-30,2023-10-05,2023-10-09,180,AWARDED
T178,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Panchkula,Civil Construction,Community Health Center,Panchkula,Himachal Pradesh,93994058,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-04 11:30:00,2023-10-09 04:30:00,2023-10-14,2023-10-17,2023-10-23,90,AWARDED
T179,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at Dehradun,Water & Sanitation,Rural Water Supply Pipeline,Dehradun,Himachal Pradesh,164525610,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-04 11:30:00,2023-10-01 04:30:00,2023-10-10,2023-10-16,2023-10-21,240,AWARDED
T180,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Haridwar,Electrical & Energy,HT Transmission Line,Haridwar,Himachal Pradesh,122245347,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-09-06 11:30:00,2023-10-08 04:30:00,2023-10-12,2023-10-15,2023-10-25,180,AWARDED
T181,B05,State Health Infrastructure Development Agency,Pavement Overlay for State Health Infrastructure Development Agency at Jaipur,Road Infrastructure,Pavement Overlay,Jaipur,Himachal Pradesh,84092793,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-07 11:30:00,2023-10-08 04:30:00,2023-10-16,2023-10-20,2023-10-25,365,AWARDED
T182,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at New Delhi,Civil Construction,Community Health Center,New Delhi,Himachal Pradesh,43197384,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-08 11:30:00,2023-10-04 04:30:00,2023-10-12,2023-10-18,2023-10-23,540,AWARDED
T183,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Shimla,Water & Sanitation,Sewage Treatment Plant,Shimla,Himachal Pradesh,171116858,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-11 11:30:00,2023-10-04 04:30:00,2023-10-14,2023-10-18,2023-10-22,365,AWARDED
T184,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Solan,Electrical & Energy,Smart Metering System,Solan,Himachal Pradesh,18865658,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-09-11 11:30:00,2023-10-08 04:30:00,2023-10-18,2023-10-23,2023-10-27,365,AWARDED
T185,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Mandi,Road Infrastructure,Rural Road Upgrade,Mandi,Himachal Pradesh,137160738,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-12 11:30:00,2023-10-16 04:30:00,2023-10-20,2023-10-25,2023-11-04,365,AWARDED
T186,B02,National Highways Authority of India (NHAI) - RO Shimla,District Sports Stadium for National Highways Authority of India (NHAI) at Dharamshala,Civil Construction,District Sports Stadium,Dharamshala,Himachal Pradesh,179035218,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-13 11:30:00,2023-10-15 04:30:00,2023-10-25,2023-11-01,2023-11-10,180,AWARDED
T187,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Chandigarh,Water & Sanitation,Lift Irrigation Scheme,Chandigarh,Himachal Pradesh,89436754,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-15 11:30:00,2023-10-11 04:30:00,2023-10-19,2023-10-22,2023-10-29,540,AWARDED
T188,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Mohali,Electrical & Energy,Solar Microgrid 500kW,Mohali,Himachal Pradesh,158033486,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-18 11:30:00,2023-10-11 04:30:00,2023-10-20,2023-10-24,2023-11-02,365,AWARDED
T189,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Ludhiana,Road Infrastructure,Highway Widening,Ludhiana,Himachal Pradesh,161031478,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-18 11:30:00,2023-10-19 04:30:00,2023-10-27,2023-11-02,2023-11-09,90,AWARDED
T190,B06,Jal Shakti / State Water & Sewerage Board,Administrative Complex for Jal Shakti / State Water & Sewerage Board at Ambala,Civil Construction,Administrative Complex,Ambala,Himachal Pradesh,147974509,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-19 11:30:00,2023-10-19 04:30:00,2023-10-24,2023-10-27,2023-10-30,180,AWARDED
T191,B07,Education Engineering Directorate,Stormwater Drainage Network for Education Engineering Directorate at Panchkula,Water & Sanitation,Stormwater Drainage Network,Panchkula,Himachal Pradesh,76011190,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-09-20 11:30:00,2023-10-13 04:30:00,2023-10-21,2023-10-24,2023-11-02,90,AWARDED
T192,B08,State Electricity Board Ltd (HPSEBL),HT Transmission Line for State Electricity Board Ltd (HPSEBL) at Dehradun,Electrical & Energy,HT Transmission Line,Dehradun,Himachal Pradesh,166897464,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-21 11:30:00,2023-10-19 04:30:00,2023-10-28,2023-11-03,2023-11-08,240,AWARDED
T193,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Haridwar,Road Infrastructure,Highway Widening,Haridwar,Himachal Pradesh,23665509,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-22 11:30:00,2023-10-19 04:30:00,2023-10-29,2023-11-02,2023-11-10,365,AWARDED
T194,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Jaipur,Civil Construction,Govt Senior School,Jaipur,Himachal Pradesh,75838437,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-25 11:30:00,2023-10-18 04:30:00,2023-10-25,2023-10-31,2023-11-05,365,AWARDED
T195,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at New Delhi,Water & Sanitation,Rural Water Supply Pipeline,New Delhi,Himachal Pradesh,7163862,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-25 11:30:00,2023-10-29 04:30:00,2023-11-07,2023-11-11,2023-11-14,240,AWARDED
T196,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Shimla,Electrical & Energy,HT Transmission Line,Shimla,Himachal Pradesh,78811161,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-26 11:30:00,2023-10-23 04:30:00,2023-11-01,2023-11-07,2023-11-13,90,AWARDED
T197,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Solan,Road Infrastructure,Highway Widening,Solan,Himachal Pradesh,123160419,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-28 11:30:00,2023-11-03 04:30:00,2023-11-07,2023-11-10,2023-11-18,365,AWARDED
T198,B06,Jal Shakti / State Water & Sewerage Board,Administrative Complex for Jal Shakti / State Water & Sewerage Board at Mandi,Civil Construction,Administrative Complex,Mandi,Himachal Pradesh,52909933,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-09-29 11:30:00,2023-10-21 04:30:00,2023-10-26,2023-11-02,2023-11-08,90,AWARDED
T199,B07,Education Engineering Directorate,Stormwater Drainage Network for Education Engineering Directorate at Dharamshala,Water & Sanitation,Stormwater Drainage Network,Dharamshala,Himachal Pradesh,28650003,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-02 11:30:00,2023-10-31 04:30:00,2023-11-05,2023-11-11,2023-11-16,180,AWARDED
T200,B08,State Electricity Board Ltd (HPSEBL),Solar Microgrid 500kW for State Electricity Board Ltd (HPSEBL) at Chandigarh,Electrical & Energy,Solar Microgrid 500kW,Chandigarh,Himachal Pradesh,94335851,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-02 11:30:00,2023-11-06 04:30:00,2023-11-15,2023-11-18,2023-11-24,540,AWARDED
T201,B01,Public Works Department (PWD) - Roads Division,Rural Road Upgrade for Public Works Department (PWD) at Mohali,Road Infrastructure,Rural Road Upgrade,Mohali,Himachal Pradesh,137516610,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-03 11:30:00,2023-11-04 04:30:00,2023-11-10,2023-11-15,2023-11-19,180,AWARDED
T202,B02,National Highways Authority of India (NHAI) - RO Shimla,Govt Senior School for National Highways Authority of India (NHAI) at Ludhiana,Civil Construction,Govt Senior School,Ludhiana,Himachal Pradesh,66634158,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-04 11:30:00,2023-10-31 04:30:00,2023-11-04,2023-11-08,2023-11-11,365,AWARDED
T203,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at Ambala,Water & Sanitation,Rural Water Supply Pipeline,Ambala,Himachal Pradesh,113967224,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-05 11:30:00,2023-11-07 04:30:00,2023-11-13,2023-11-19,2023-11-22,180,AWARDED
T204,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Panchkula,Electrical & Energy,Solar Microgrid 500kW,Panchkula,Himachal Pradesh,131655453,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-09 11:30:00,2023-11-05 04:30:00,2023-11-14,2023-11-20,2023-11-29,240,AWARDED
T205,B05,State Health Infrastructure Development Agency,Rural Road Upgrade for State Health Infrastructure Development Agency at Dehradun,Road Infrastructure,Rural Road Upgrade,Dehradun,Himachal Pradesh,61387352,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-09 11:30:00,2023-11-12 04:30:00,2023-11-21,2023-11-25,2023-11-30,540,AWARDED
T206,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Haridwar,Civil Construction,Community Health Center,Haridwar,Himachal Pradesh,176336675,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-09 11:30:00,2023-10-31 04:30:00,2023-11-09,2023-11-13,2023-11-16,90,AWARDED
T207,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Jaipur,Water & Sanitation,Lift Irrigation Scheme,Jaipur,Himachal Pradesh,9658643,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-11 11:30:00,2023-11-14 04:30:00,2023-11-23,2023-11-29,2023-12-06,180,AWARDED
T208,B08,State Electricity Board Ltd (HPSEBL),Substation 33/11kV for State Electricity Board Ltd (HPSEBL) at New Delhi,Electrical & Energy,Substation 33/11kV,New Delhi,Himachal Pradesh,158787055,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-10-12 11:30:00,2023-11-12 04:30:00,2023-11-17,2023-11-22,2023-11-30,365,AWARDED
T209,B01,Public Works Department (PWD) - Roads Division,Bridge Construction for Public Works Department (PWD) at Shimla,Road Infrastructure,Bridge Construction,Shimla,Himachal Pradesh,117813022,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-13 11:30:00,2023-11-12 04:30:00,2023-11-22,2023-11-27,2023-12-01,365,AWARDED
T210,B02,National Highways Authority of India (NHAI) - RO Shimla,Administrative Complex for National Highways Authority of India (NHAI) at Solan,Civil Construction,Administrative Complex,Solan,Himachal Pradesh,68341777,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-10-16 11:30:00,2023-11-07 04:30:00,2023-11-14,2023-11-17,2023-11-20,240,AWARDED
T211,B03,Municipal Corporation Solan - Works Wing,Lift Irrigation Scheme for Municipal Corporation Solan at Mandi,Water & Sanitation,Lift Irrigation Scheme,Mandi,Himachal Pradesh,25770309,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-16 11:30:00,2023-11-21 04:30:00,2023-11-26,2023-11-29,2023-12-03,540,AWARDED
T212,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Dharamshala,Electrical & Energy,Solar Microgrid 500kW,Dharamshala,Himachal Pradesh,96589046,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-17 11:30:00,2023-11-15 04:30:00,2023-11-23,2023-11-30,2023-12-03,240,AWARDED
T213,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at Chandigarh,Road Infrastructure,Highway Widening,Chandigarh,Himachal Pradesh,108948406,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-18 11:30:00,2023-11-10 04:30:00,2023-11-18,2023-11-25,2023-12-02,180,AWARDED
T214,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Mohali,Civil Construction,Community Health Center,Mohali,Himachal Pradesh,176981812,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-20 11:30:00,2023-11-17 04:30:00,2023-11-26,2023-12-02,2023-12-10,180,AWARDED
T215,B07,Education Engineering Directorate,Lift Irrigation Scheme for Education Engineering Directorate at Ludhiana,Water & Sanitation,Lift Irrigation Scheme,Ludhiana,Himachal Pradesh,169386939,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-23 11:30:00,2023-11-15 04:30:00,2023-11-19,2023-11-23,2023-11-26,180,AWARDED
T216,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Ambala,Electrical & Energy,Smart Metering System,Ambala,Himachal Pradesh,123431522,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-23 11:30:00,2023-11-24 04:30:00,2023-11-28,2023-12-05,2023-12-11,365,AWARDED
T217,B01,Public Works Department (PWD) - Roads Division,Highway Widening for Public Works Department (PWD) at Panchkula,Road Infrastructure,Highway Widening,Panchkula,Himachal Pradesh,127207627,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-24 11:30:00,2023-11-17 04:30:00,2023-11-23,2023-11-26,2023-12-06,365,AWARDED
T218,B02,National Highways Authority of India (NHAI) - RO Shimla,District Sports Stadium for National Highways Authority of India (NHAI) at Dehradun,Civil Construction,District Sports Stadium,Dehradun,Himachal Pradesh,49410278,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-25 11:30:00,2023-11-28 04:30:00,2023-12-03,2023-12-08,2023-12-15,240,AWARDED
T219,B03,Municipal Corporation Solan - Works Wing,Rural Water Supply Pipeline for Municipal Corporation Solan at Haridwar,Water & Sanitation,Rural Water Supply Pipeline,Haridwar,Himachal Pradesh,144500873,Limited Tender,Lowest Evaluated Responsive Bid (L1),2023-10-26 11:30:00,2023-11-25 04:30:00,2023-11-30,2023-12-04,2023-12-08,240,AWARDED
T220,B04,Rural Development & Panchayati Raj Dept,Solar Microgrid 500kW for Rural Development & Panchayati Raj Dept at Jaipur,Electrical & Energy,Solar Microgrid 500kW,Jaipur,Himachal Pradesh,143107303,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-30 11:30:00,2023-12-02 04:30:00,2023-12-08,2023-12-15,2023-12-19,365,AWARDED
T221,B05,State Health Infrastructure Development Agency,Highway Widening for State Health Infrastructure Development Agency at New Delhi,Road Infrastructure,Highway Widening,New Delhi,Himachal Pradesh,70614352,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-30 11:30:00,2023-11-23 04:30:00,2023-11-30,2023-12-07,2023-12-13,90,AWARDED
T222,B06,Jal Shakti / State Water & Sewerage Board,Community Health Center for Jal Shakti / State Water & Sewerage Board at Shimla,Civil Construction,Community Health Center,Shimla,Himachal Pradesh,163041845,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-30 11:30:00,2023-11-22 04:30:00,2023-12-02,2023-12-07,2023-12-17,90,AWARDED
T223,B07,Education Engineering Directorate,Sewage Treatment Plant for Education Engineering Directorate at Solan,Water & Sanitation,Sewage Treatment Plant,Solan,Himachal Pradesh,36198503,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-10-31 11:30:00,2023-11-26 04:30:00,2023-12-03,2023-12-09,2023-12-14,540,AWARDED
T224,B08,State Electricity Board Ltd (HPSEBL),Smart Metering System for State Electricity Board Ltd (HPSEBL) at Mandi,Electrical & Energy,Smart Metering System,Mandi,Himachal Pradesh,5948147,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-02 11:30:00,2023-11-26 04:30:00,2023-12-02,2023-12-09,2023-12-15,540,AWARDED
T225,B01,Public Works Department (PWD) - Roads Division,Pavement Overlay for Public Works Department (PWD) at Dharamshala,Road Infrastructure,Pavement Overlay,Dharamshala,Himachal Pradesh,166315043,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-03 11:30:00,2023-12-05 04:30:00,2023-12-15,2023-12-18,2023-12-23,365,AWARDED
T226,B02,National Highways Authority of India (NHAI) - RO Shimla,Community Health Center for National Highways Authority of India (NHAI) at Chandigarh,Civil Construction,Community Health Center,Chandigarh,Himachal Pradesh,148599571,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-06 11:30:00,2023-12-03 04:30:00,2023-12-07,2023-12-11,2023-12-18,240,AWARDED
T227,B03,Municipal Corporation Solan - Works Wing,Stormwater Drainage Network for Municipal Corporation Solan at Mohali,Water & Sanitation,Stormwater Drainage Network,Mohali,Himachal Pradesh,18359660,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-06 11:30:00,2023-11-28 04:30:00,2023-12-08,2023-12-12,2023-12-21,90,AWARDED
T228,B04,Rural Development & Panchayati Raj Dept,HT Transmission Line for Rural Development & Panchayati Raj Dept at Ludhiana,Electrical & Energy,HT Transmission Line,Ludhiana,Himachal Pradesh,148836103,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-07 11:30:00,2023-12-07 04:30:00,2023-12-11,2023-12-14,2023-12-22,540,AWARDED
T229,B05,State Health Infrastructure Development Agency,Pavement Overlay for State Health Infrastructure Development Agency at Ambala,Road Infrastructure,Pavement Overlay,Ambala,Himachal Pradesh,18832655,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-08 11:30:00,2023-12-12 04:30:00,2023-12-16,2023-12-23,2024-01-01,240,AWARDED
T230,B06,Jal Shakti / State Water & Sewerage Board,District Sports Stadium for Jal Shakti / State Water & Sewerage Board at Panchkula,Civil Construction,District Sports Stadium,Panchkula,Himachal Pradesh,88683814,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-10 11:30:00,2023-12-02 04:30:00,2023-12-10,2023-12-14,2023-12-17,240,AWARDED
T231,B07,Education Engineering Directorate,Rural Water Supply Pipeline for Education Engineering Directorate at Dehradun,Water & Sanitation,Rural Water Supply Pipeline,Dehradun,Himachal Pradesh,105194004,Open Competitive Bidding,Lowest Evaluated Responsive Bid (L1),2023-11-13 11:30:00,2023-12-18 04:30:00,2023-12-26,2023-12-29,2024-01-03,90,AWARDED
